x1,x2,y
-2.7694419062260502,2.410571952812541,0
-0.23113521225159506,0.8232088608496824,1
0.9561235332346962,2.370706444239218,0
0.8200180930032439,0.6836015085603706,1
-2.60008775663586,0.11044813167122447,0
-2.09898599509775,1.424602612328913,0
0.0733315248760471,1.0813666752501199,1
-2.7499625963856946,-2.4912479037251805,0
1.297940328376093,-2.56749398400796,0
-2.5724596334084486,-2.9273491485906753,0
2.739008389796881,1.4250501567540415,0
-0.8804915489876151,-1.2207865122740686,1
-0.9017806215249027,1.647921187087091,0
0.9682236664224861,-1.8888265927951924,0
-1.955343987995494,-2.409626101719616,0
0.9618163182080286,1.5862359733304157,0
-1.4097214300499759,-2.874330233814523,0
-2.5069699951414357,2.807160209070183,0
-1.2273313351354784,1.615338887028802,0
0.7479814131255829,-0.7083621620826248,1
-1.7658764268266693,-2.2716814910435614,0
0.6900778082332,1.6478026838267281,0
0.8634255212467838,0.1818127994949501,1
-2.7482926594101826,2.8109326655663027,0
1.792285149927448,-1.2430677797942116,0
2.879821976153104,0.6112895378179326,0
0.4945359492434789,1.4884390765771922,1
1.8706187285408253,0.9388716439890157,0
-2.2314255218028,-0.9703949640330096,0
2.568501841956298,-1.6523063289368884,0
-0.7669978569749203,-0.4075387023348238,1
-0.3635700618332871,0.6776374949671533,1
2.6584550264682454,-1.5558437290049703,0
-2.2709917421944916,-1.815177060840376,0
2.3215494012556173,0.8748648759312361,0
-1.2845592645650392,1.8956816338117033,0
2.168219978180616,2.079086032141668,0
2.5135592018373263,-1.4865538789598305,0
1.5302515724776695,-0.23676301635515973,1
2.051991317340369,1.370944062969679,0
1.6586846789983483,0.9369710260864288,0
-1.9354273831817588,0.27016151338162997,0
2.9080184371470494,2.6243283989827138,0
-2.74095758521793,-2.0111111056233772,0
-2.2096273592726288,1.3558794599117725,0
1.9067119791416705,-1.7189318021359685,0
0.03511615771097398,2.0442181680672,0
1.3968092685975035,0.2534232329510897,1
0.5420861427526376,0.05016328149767979,1
-1.2147092920870766,0.39013195715409665,1
1.1333118123005441,2.2399374951648463,0
0.8177481238754885,1.5667292222589477,0
-2.039570190272562,-0.23065515348126064,0
-2.94401028103744,-1.5199268128702619,0
1.358770290678029,2.9508597080961803,0
-2.404931402476705,-0.5910341048322705,0
1.8004258121949572,-1.775786192226607,0
0.3305096958137175,1.3984277761780488,1
0.695912701561074,-1.8718515923075032,0
-0.8676925878855632,1.7027507069123828,0
0.32535908479209974,-2.968622318742524,0
1.565944560168563,-2.7881318703585656,0
1.4744026963873926,-1.7851166390085755,0
2.748440880716281,-0.7923554921874931,0
-1.0384103019715254,-2.106671698005332,0
-1.1663747070587107,2.259904570969203,0
2.9780060257634844,-0.7901428169589098,0
-0.3083362142727446,1.3324256292164218,1
2.317174682790447,0.5582660051207049,0
-0.6508458109330242,-0.5242689549082575,1
1.1737088789808414,-2.980690418374328,0
0.7175360247590441,-0.8670419373518556,1
1.765183987662505,-2.442056161061207,0
0.5292136016903433,-0.11416266068325776,1
0.8539531554313644,-2.61087843310219,0
0.4799027245687877,0.3689075277571421,1
0.3639605664970258,0.6209259995787288,1
1.0588076233581738,1.829933998084618,0
-1.381075679230714,1.950296461080372,0
-0.010465906419278248,-2.5376503251940132,0
-2.648694424536125,-0.994570087823635,0
1.7093818626688053,1.2460856084454948,0
1.7316897880344388,0.10361433864965619,0
-0.35880601226705666,-2.115284839762296,0
-1.0308434783441307,-0.39588380295674863,1
-2.4683974219222966,-1.6763282837327325,0
0.5893517643824326,1.413978685435139,1
2.990085068357698,2.5986799880613463,0
0.8553911972111492,-0.4725116802355682,1
0.8170641882493963,1.713909708481392,0
-2.289982854459676,-0.5405706618222705,0
2.0388137138137035,-0.6970022884017357,0
0.43123362736311943,0.5266161651731895,1
-1.8931424811981639,-0.8265873500862697,0
-0.9929322675484071,-2.842819748807611,0
-2.8548494166518683,1.990182262054641,0
-1.3615751401631255,0.10847259743289239,1
-1.2076465584673617,2.6440754706920426,0
-1.4442194468053575,-0.4220591235663895,1
2.2363815029076113,2.051601400750852,0
-1.883391492922336,1.815859858774262,0
-0.2508786795726441,-0.10218676748786848,1
-2.199120165504337,-2.516390917457252,0
1.3676358418425911,-0.021233085868201496,0
-0.3788957843089227,1.3770493719143806,0
1.5930773939466585,-2.0465509939838786,0
0.6613508968658479,-2.187875506333887,0
1.5082505161742743,0.9417309376028369,1
2.7396877265007475,-2.586251901861473,0
-2.657671673092474,-1.3068775518407991,1
